movie_id,movie_title,unknown,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster,movie_cluster
45,Eat Drink Man Woman (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5
46,Exotica (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
47,Ed Wood (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5
48,Hoop Dreams (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9
49,I.Q. (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
50,Star Wars (1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,3
51,Legends of the Fall (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
52,"Madness of King George, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
53,Natural Born Killers (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
54,Outbreak (1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4
55,"Professional, The (1994)",0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,4,4
56,Pulp Fiction (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
57,Priest (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
58,Quiz Show (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
59,Three Colors: Red (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
60,Three Colors: Blue (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
61,Three Colors: White (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
62,Stargate (1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
63,"Santa Clause, The (1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
64,"Shawshank Redemption, The (1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
65,What's Eating Gilbert Grape (1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5
66,While You Were Sleeping (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
67,Ace Ventura: Pet Detective (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
68,"Crow, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,4
69,Forrest Gump (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,5,5
70,Four Weddings and a Funeral (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
71,"Lion King, The (1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6
72,"Mask, The (1994)",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,8,8
73,Maverick (1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
74,Faster Pussycat! Kill! Kill! (1965),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5
75,Brother Minister: The Assassination of Malcolm X (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9
76,Carlito's Way (1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
77,"Firm, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
78,Free Willy (1993),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
79,"Fugitive, The (1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
80,Hot Shots! Part Deux (1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
81,"Hudsucker Proxy, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
82,Jurassic Park (1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
83,Much Ado About Nothing (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
84,Robert A. Heinlein's The Puppet Masters (1994),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
85,"Ref, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
86,"Remains of the Day, The (1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
87,Searching for Bobby Fischer (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
88,Sleepless in Seattle (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
89,Blade Runner (1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3
90,So I Married an Axe Murderer (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,5,5
91,"Nightmare Before Christmas, The (1993)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
92,True Romance (1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,4
93,Welcome to the Dollhouse (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5
94,Home Alone (1990),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
95,Aladdin (1992),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6
96,Terminator 2: Judgment Day (1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3
97,Dances with Wolves (1990),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
98,"Silence of the Lambs, The (1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
99,Snow White and the Seven Dwarfs (1937),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6
100,Fargo (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,4,4
101,Heavy Metal (1981),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,6,6
102,"Aristocats, The (1970)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
103,All Dogs Go to Heaven 2 (1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6
104,Theodore Rex (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
105,Sgt. Bilko (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
106,Diabolique (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
107,Moll Flanders (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
108,Kids in the Hall: Brain Candy (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
109,Mystery Science Theater 3000: The Movie (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
110,Operation Dumbo Drop (1995),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
111,"Truth About Cats & Dogs, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
112,Flipper (1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
114,Wallace & Gromit: The Best of Aardman Animation (1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
115,"Haunted World of Edward D. Wood Jr., The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9
116,Cold Comfort Farm (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
117,"Rock, The (1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
118,Twister (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
119,Maya Lin: A Strong Clear Vision (1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,9
120,Striptease (1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
121,Independence Day (ID4) (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3
122,"Cable Guy, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
123,"Frighteners, The (1996)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
124,Lone Star (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
125,Phenomenon (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
126,"Spitfire Grill, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
127,"Godfather, The (1972)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4
128,Supercop (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
129,Bound (1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,4,4
130,Kansas City (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
131,Breakfast at Tiffany's (1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
132,"Wizard of Oz, The (1939)",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
133,Gone with the Wind (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
134,Citizen Kane (1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
135,2001: A Space Odyssey (1968),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,3
136,Mr. Smith Goes to Washington (1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
137,Big Night (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
138,D3: The Mighty Ducks (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
139,"Love Bug, The (1969)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
140,Homeward Bound: The Incredible Journey (1993),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
141,"20,000 Leagues Under the Sea (1954)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,8
142,Bedknobs and Broomsticks (1971),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143,"Sound of Music, The (1965)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,Die Hard (1988),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
145,"Lawnmower Man, The (1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3
146,Unhook the Stars (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
147,"Long Kiss Goodnight, The (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
148,"Ghost and the Darkness, The (1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
149,Jude (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
150,Swingers (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5
151,Willy Wonka and the Chocolate Factory (1971),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
152,Sleeper (1973),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
153,"Fish Called Wanda, A (1988)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
154,Monty Python's Life of Brian (1979),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
155,Dirty Dancing (1987),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
156,Reservoir Dogs (1992),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4
157,Platoon (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
158,Weekend at Bernie's (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
159,Basic Instinct (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,4
160,Glengarry Glen Ross (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
161,Top Gun (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,4
162,On Golden Pond (1981),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
163,"Return of the Pink Panther, The (1974)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
164,"Abyss, The (1989)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3
165,Jean de Florette (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
166,Manon of the Spring (Manon des sources) (1986),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
167,Private Benjamin (1980),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
168,Monty Python and the Holy Grail (1974),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
169,"Wrong Trousers, The (1993)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
170,Cinema Paradiso (1988),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,5,5
171,Delicatessen (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
172,"Empire Strikes Back, The (1980)",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,3,3
173,"Princess Bride, The (1987)",0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
174,Raiders of the Lost Ark (1981),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
175,Brazil (1985),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
176,Aliens (1986),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3
177,"Good, The Bad and The Ugly, The (1966)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4
178,12 Angry Men (1957),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
179,"Clockwork Orange, A (1971)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
180,Apocalypse Now (1979),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
181,Return of the Jedi (1983),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,3
182,GoodFellas (1990),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
183,Alien (1979),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3,3
184,Army of Darkness (1993),0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,3,3
185,Psycho (1960),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2,2
186,"Blues Brothers, The (1980)",0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187,"Godfather: Part II, The (1974)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,4
188,Full Metal Jacket (1987),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
189,"Grand Day Out, A (1992)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
190,Henry V (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
191,Amadeus (1984),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
192,Raging Bull (1980),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
193,"Right Stuff, The (1983)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
194,"Sting, The (1973)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5
195,"Terminator, The (1984)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,3
196,Dead Poets Society (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
197,"Graduate, The (1967)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
198,Nikita (La Femme Nikita) (1990),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
199,"Bridge on the River Kwai, The (1957)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
200,"Shining, The (1980)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
201,Evil Dead II (1987),0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
202,Groundhog Day (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
203,Unforgiven (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
204,Back to the Future (1985),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
205,Patton (1970),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
206,Akira (1988),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,6
207,Cyrano de Bergerac (1990),0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
208,Young Frankenstein (1974),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
209,This Is Spinal Tap (1984),0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
210,Indiana Jones and the Last Crusade (1989),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
211,M*A*S*H (1970),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5
212,"Unbearable Lightness of Being, The (1988)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
213,"Room with a View, A (1986)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
214,Pink Floyd - The Wall (1982),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
215,Field of Dreams (1989),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
216,When Harry Met Sally... (1989),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
217,Bram Stoker's Dracula (1992),0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2
218,Cape Fear (1991),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
219,"Nightmare on Elm Street, A (1984)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
220,"Mirror Has Two Faces, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,5
221,Breaking the Waves (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
222,Star Trek: First Contact (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
223,Sling Blade (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
224,Ridicule (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
225,101 Dalmatians (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
226,Die Hard 2 (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4
227,Star Trek VI: The Undiscovered Country (1991),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
228,Star Trek: The Wrath of Khan (1982),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
229,Star Trek III: The Search for Spock (1984),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
230,Star Trek IV: The Voyage Home (1986),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3
231,Batman Returns (1992),0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4
232,Young Guns (1988),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5
233,Under Siege (1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
234,Jaws (1975),0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2
235,Mars Attacks! (1996),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3
236,Citizen Ruth (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,5
237,Jerry Maguire (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
238,Raising Arizona (1987),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
239,Sneakers (1992),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,3,3
240,Beavis and Butt-head Do America (1996),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
241,"Last of the Mohicans, The (1992)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
